DEPT,GR,NPHI,RDEEP,RHOB
2029.0536,69.59120178,0.398929566,3.64830327,2.247999907
2029.206,69.61779022,0.399779707,3.651975632,2.237999916
2029.3584,68.54485321,0.357639343,3.596908331,2.242000103
2029.5108,74.05647278,0.371979922,3.360617876,2.278000116
2029.6632,73.29164124,0.413431823,3.407869577,2.290999889
2029.8156,77.40600586,0.43404901,3.367166519,2.302000046
2029.968,75.45122528,0.434755921,3.261857748,2.301000118
2030.1204,77.41472626,0.4223378,2.90846324,2.309000015
2030.2728,77.16014862,0.445329875,2.763497829,2.316999912
2030.4252,78.6384964,0.445912629,2.760070086,2.289000034
2030.5776,75.26881409,0.462850928,2.729913712,2.187999964
2030.73,78.71838379,0.471209377,2.576051235,2.125
2030.8824,80.51126099,0.468420833,2.523545981,2.134000063
2031.0348,82.68576813,0.440351665,2.616345644,2.230000019
2031.1872,82.1743927,0.450859129,2.784479857,2.292000055
2031.3396,81.57720184,0.458922565,2.968132258,2.309999943
2031.492,83.11104584,0.467116475,3.008338928,2.318000078
2031.6444,85.79693604,0.445350319,3.112936735,2.336999893
2031.7968,88.75064087,0.42268315,3.297627211,2.335000038
2031.9492,87.37246704,0.40334937,3.385512829,2.338000059
2032.1016,83.4216919,0.40364185,3.404387236,2.309999943
2032.254,77.02488709,0.390957356,3.351625204,2.265000105
2032.4064,75.20782471,0.395583153,3.229878426,2.25
2032.5588,66.99764252,0.365716428,3.208057642,2.26699996
2032.7112,66.86788178,0.400146544,3.313538313,2.309999943
2032.8636,67.25128174,0.435261071,4.332345963,2.312999964
2033.016,66.6270752,0.43239215,6.058888912,2.28399992
2033.1684,59.19678116,0.375976116,6.627954483,2.243999958
2033.3208,54.84622192,0.316929609,6.521747112,2.210000038
2033.4732,53.91810608,0.326877624,6.078681946,2.194000006
2033.6256,54.19008255,0.350351393,5.7536726,2.180000067
2033.778,54.43357849,0.3965469,5.580142498,2.131000042
2033.9304,55.76692581,0.43223232,5.388294697,2.028000116
2034.0828,61.11149216,0.455786735,4.933361054,2.003000021
2034.2352,60.65688705,0.424647033,4.769322872,2.049999952
2034.3876,59.10197449,0.37167415,4.971569538,2.170000076
2034.54,59.38012695,0.344656915,5.042395115,2.236000061
2034.6924,64.39085388,0.356979519,4.299404621,2.263999939
2034.8448,68.35333252,0.36426568,3.867103577,2.267999888
2034.9972,71.14119721,0.362192541,3.667658091,2.246000052
2035.1496,73.07505798,0.341143042,3.73620081,2.237999916
2035.302,77.13954926,0.352364838,3.976931334,2.25699997
2035.4544,75.99371338,0.380644411,4.016417027,2.26699996
2035.6068,73.09902191,0.425179631,4.065088749,2.246000052
2035.7592,67.99179077,0.431154966,4.187440395,2.21600008
2035.9116,65.60132599,0.40208301,4.324988365,2.210999966
2036.064,65.47317505,0.372825682,4.457937717,2.219000101
2036.2164,64.6673584,0.362108141,4.187701702,2.223999977
2036.3688,62.34766769,0.366759062,4.024058342,2.20600009
2036.5212,57.5075798,0.345129728,4.083991528,2.20600009
2036.6736,57.74483109,0.333405167,4.254931927,2.207999945
2036.826,57.10570908,0.324070036,4.621334076,2.224999905
